ID_Alumno,Memoria,Matematicas,Gramatica,Ingles,Geografia,Arte,Ciencia,Logica,Puntuacion_Promedio,Rango
ALU0496,45,49,40,17,25,10,12,44,30.25,1
ALU0497,66,68,55,63,57,56,65,72,62.75,3
ALU0498,13,19,13,16,16,19,10,17,15.38,1
ALU0499,99,82,87,94,87,100,100,90,92.38,5
ALU0500,93,100,88,83,96,100,98,100,94.75,5
ALU0501,70,44,69,54,71,75,100,67,68.75,3
ALU0502,64,27,41,50,64,49,68,38,50.12,2
ALU0503,39,13,20,50,28,36,29,32,30.88,1
ALU0504,76,77,73,100,66,100,59,59,76.25,4
ALU0505,80,76,61,86,65,84,56,49,69.62,3
ALU0506,0,0,7,28,36,25,8,23,15.88,1
ALU0507,100,100,98,100,69,97,80,68,89.0,4
ALU0508,61,80,75,57,55,80,77,70,69.38,3
ALU0509,84,66,87,77,89,91,94,74,82.75,4
ALU0510,69,71,54,79,66,84,86,72,72.62,3
ALU0511,58,76,85,58,58,51,49,50,60.62,3
ALU0512,52,51,71,48,40,40,25,50,47.12,2
ALU0513,78,100,79,100,99,68,98,95,89.62,4
ALU0514,85,62,97,97,82,94,98,64,84.88,4
ALU0515,3,2,7,0,17,25,3,21,9.75,1
ALU0516,10,0,26,7,0,16,19,4,10.25,1
ALU0517,38,64,42,22,33,35,48,21,37.88,1
ALU0518,78,87,79,63,69,77,57,83,74.12,3
ALU0519,88,100,63,63,71,96,86,100,83.38,4
ALU0520,13,11,7,20,19,34,12,15,16.38,1
ALU0521,61,47,58,26,57,74,82,35,55.0,2
ALU0522,48,37,41,46,34,17,45,52,40.0,2
ALU0523,86,100,77,100,91,79,86,100,89.88,4
ALU0524,72,75,72,90,81,87,72,65,76.75,4
ALU0525,86,82,87,81,90,60,61,69,77.0,4
ALU0526,46,48,30,74,53,60,59,47,52.12,2
ALU0527,50,42,43,48,45,38,47,15,41.0,2
ALU0528,20,19,44,14,52,40,37,58,35.5,1
ALU0529,0,8,14,12,2,10,0,9,6.88,1
ALU0530,77,80,86,100,69,81,91,83,83.38,4
ALU0531,70,78,53,58,89,61,75,83,70.88,3
ALU0532,94,100,85,70,100,86,86,91,89.0,4
ALU0533,88,100,100,100,88,92,100,87,94.38,5
ALU0534,62,42,47,50,68,52,40,41,50.25,2
ALU0535,71,68,89,64,68,85,76,57,72.25,3
ALU0536,91,77,82,67,95,80,86,95,84.12,4
ALU0537,83,84,78,46,87,81,94,100,81.62,4
ALU0538,29,19,33,1,20,49,37,40,28.5,1
ALU0539,45,49,46,74,64,57,46,41,52.75,2
ALU0540,21,33,21,16,36,18,19,13,22.12,1
ALU0541,82,52,81,55,80,68,98,100,77.0,4
ALU0542,73,66,45,80,61,38,59,48,58.75,2
ALU0543,23,18,14,47,34,35,15,2,23.5,1
ALU0544,52,72,59,87,46,76,59,68,64.88,3
ALU0545,62,47,57,53,60,31,45,72,53.38,2
ALU0546,28,55,49,32,20,47,48,2,35.12,1
ALU0547,21,28,16,17,21,6,19,20,18.5,1
ALU0548,87,73,71,90,66,59,60,49,69.38,3
ALU0549,43,63,53,41,48,65,43,31,48.38,2
ALU0550,77,63,61,60,58,85,77,70,68.88,3
ALU0551,34,42,52,64,45,50,34,35,44.5,2
ALU0552,86,92,83,100,86,92,68,56,82.88,4
ALU0553,45,43,63,53,54,49,54,56,52.12,2
ALU0554,49,77,42,67,67,43,84,54,60.38,3
ALU0555,72,79,59,85,95,100,89,59,79.75,4
ALU0556,48,48,43,36,52,61,43,21,44.0,2
ALU0557,27,48,21,2,11,7,3,23,17.75,1
ALU0558,7,0,5,0,10,0,0,14,4.5,1
ALU0559,64,73,73,61,63,86,89,35,68.0,3
ALU0560,76,76,71,43,48,50,55,43,57.75,2
ALU0561,60,82,62,73,80,80,69,67,71.62,3
ALU0562,2,19,20,46,12,8,31,30,21.0,1
ALU0563,21,9,18,20,4,12,12,23,14.88,1
ALU0564,0,2,0,0,7,20,0,14,5.38,1
ALU0565,46,58,34,51,33,22,15,26,35.62,1
ALU0566,54,53,57,63,56,49,43,60,54.38,2
ALU0567,46,41,59,49,63,45,47,34,48.0,2
ALU0568,58,37,40,35,34,17,39,36,37.0,1
ALU0569,74,96,88,100,91,87,94,65,86.88,4
ALU0570,30,38,47,56,37,53,17,40,39.75,1
ALU0571,50,36,41,47,61,64,60,28,48.38,2
ALU0572,90,60,92,88,67,74,75,59,75.62,4
ALU0573,34,10,61,60,38,40,23,50,39.5,1
ALU0574,55,48,60,52,62,83,74,58,61.5,3
ALU0575,87,94,76,81,68,100,65,97,83.5,4
ALU0576,84,100,100,91,72,89,100,85,90.12,5
ALU0577,19,28,27,0,18,8,17,10,15.88,1
ALU0578,72,96,89,96,100,100,77,100,91.25,5
ALU0579,71,47,66,67,45,66,71,43,59.5,2
ALU0580,14,39,44,25,26,48,33,32,32.62,1
ALU0581,43,50,42,52,57,55,60,44,50.38,2
ALU0582,92,100,96,100,91,87,98,94,94.75,5
ALU0583,68,47,56,42,57,24,46,46,48.25,2
ALU0584,21,54,34,41,61,63,24,46,43.0,2
ALU0585,81,75,45,51,56,86,59,62,64.38,3
ALU0586,34,37,15,15,24,15,28,21,23.62,1
ALU0587,15,0,0,17,15,14,21,15,12.12,1
ALU0588,6,30,22,20,31,13,11,0,16.62,1
ALU0589,22,14,2,26,15,17,22,30,18.5,1
ALU0590,11,12,20,20,25,12,38,0,17.25,1
ALU0591,30,0,39,25,20,27,19,8,21.0,1
ALU0592,52,62,79,92,61,45,39,56,60.75,3
ALU0593,20,21,0,40,17,15,21,24,19.75,1
ALU0594,30,16,20,42,30,49,34,58,34.88,1
ALU0595,75,63,76,94,100,56,84,100,81.0,4
ALU0596,55,54,33,42,32,52,28,27,40.38,2
ALU0597,70,78,45,62,50,56,68,52,60.12,3
ALU0598,32,23,20,29,22,44,14,0,23.0,1
ALU0599,4,39,30,23,24,27,21,4,21.5,1
ALU0600,19,7,20,22,12,0,20,0,12.5,1
ALU0601,45,19,14,43,11,41,10,38,27.62,1
ALU0602,25,16,26,28,19,30,28,26,24.75,1
ALU0603,39,0,25,0,18,22,18,19,17.62,1
ALU0604,10,40,11,49,22,26,10,16,23.0,1
ALU0605,2,32,25,4,5,6,10,2,10.75,1
ALU0606,43,25,51,49,47,68,41,45,46.12,2
ALU0607,34,25,19,36,18,32,43,27,29.25,1
ALU0608,29,36,15,63,22,28,32,72,37.12,1
ALU0609,44,46,68,82,37,43,53,63,54.5,2
ALU0610,73,61,58,60,76,48,68,90,66.75,3
ALU0611,8,14,12,29,2,13,9,8,11.88,1
ALU0612,82,89,53,80,89,74,82,84,79.12,4
ALU0613,63,67,61,100,61,66,53,65,67.0,3
ALU0614,17,10,13,32,0,0,29,0,12.62,1
ALU0615,79,81,85,80,88,75,72,49,76.12,4
ALU0616,90,100,100,73,79,73,85,72,84.0,4
ALU0617,1,17,2,0,6,17,0,27,8.75,1
ALU0618,42,31,39,42,41,20,40,24,34.88,1
ALU0619,71,77,83,95,64,84,66,88,78.5,4
ALU0620,83,77,64,85,67,64,81,90,76.38,4
ALU0621,19,14,31,0,10,45,24,3,18.25,1
ALU0622,25,36,21,1,11,24,25,44,23.38,1
ALU0623,33,22,48,46,33,52,51,22,38.38,1
ALU0624,38,42,72,80,40,46,41,45,50.5,2
ALU0625,43,69,62,59,57,74,78,45,60.88,3
ALU0626,27,21,34,57,44,26,33,41,35.38,1
ALU0627,43,23,59,28,39,45,51,44,41.5,2
ALU0628,74,73,89,76,57,65,69,83,73.25,3
ALU0629,18,0,0,3,14,36,15,22,13.5,1
ALU0630,23,8,22,49,20,9,15,49,24.38,1
ALU0631,60,80,77,59,87,100,70,79,76.5,4
ALU0632,71,82,83,100,81,64,85,96,82.75,4
ALU0633,55,70,39,45,49,62,56,44,52.5,2
ALU0634,66,34,59,33,29,43,57,50,46.38,2
ALU0635,27,13,22,0,3,18,4,19,13.25,1
ALU0636,52,51,41,34,22,42,60,27,41.12,2
ALU0637,59,35,53,59,55,40,52,68,52.62,2
ALU0638,43,42,19,15,26,28,35,24,29.0,1
ALU0639,32,36,16,14,35,22,14,31,25.0,1
ALU0640,45,14,32,54,47,47,33,17,36.12,1
ALU0641,3,6,7,0,16,0,19,1,6.5,1
ALU0642,20,39,16,26,31,41,53,46,34.0,1
ALU0643,17,15,18,0,24,36,29,29,21.0,1
ALU0644,34,12,35,18,40,32,33,46,31.25,1
ALU0645,16,19,30,20,7,0,3,11,13.25,1
ALU0646,100,100,81,81,75,100,94,86,89.62,4
ALU0647,59,52,43,53,73,65,62,56,57.88,2
ALU0648,77,89,63,87,48,55,37,75,66.38,3
ALU0649,71,64,69,75,81,83,55,79,72.12,3
ALU0650,46,53,56,82,53,24,54,44,51.5,2
ALU0651,0,24,8,25,1,30,2,0,11.25,1
ALU0652,45,53,20,35,46,85,40,55,47.38,2
ALU0653,63,53,100,92,54,70,56,34,65.25,3
ALU0654,72,82,73,77,74,57,76,81,74.0,3
ALU0655,53,72,44,77,47,14,61,55,52.88,2
ALU0656,18,20,0,11,16,36,6,0,13.38,1
ALU0657,27,22,12,35,32,28,35,34,28.12,1
ALU0658,59,34,36,45,44,31,25,41,39.38,1
ALU0659,62,100,67,60,69,80,57,68,70.38,3
ALU0660,68,58,64,79,71,47,58,39,60.5,3
ALU0661,33,28,39,71,47,48,35,43,43.0,2
ALU0662,100,76,79,52,93,94,77,76,80.88,4
ALU0663,68,32,29,74,65,63,65,69,58.12,2
ALU0664,28,31,25,10,30,50,35,32,30.12,1
ALU0665,0,23,7,0,15,6,42,9,12.75,1
ALU0666,18,12,3,28,10,10,21,24,15.75,1
ALU0667,39,26,37,36,28,24,29,13,29.0,1
ALU0668,24,1,0,31,0,1,23,11,11.38,1
ALU0669,26,23,29,28,32,35,5,38,27.0,1
ALU0670,13,37,13,46,34,42,15,46,30.75,1
ALU0671,13,12,22,9,19,20,19,5,14.88,1
ALU0672,89,100,96,90,81,71,58,77,82.75,4
ALU0673,16,0,8,24,18,0,0,4,8.75,1
ALU0674,64,56,72,76,70,39,46,53,59.5,2
ALU0675,40,54,64,42,45,38,54,40,47.12,2
ALU0676,97,92,96,89,100,64,96,100,91.75,5
ALU0677,15,12,21,14,22,52,0,36,21.5,1
ALU0678,30,19,53,19,32,47,40,66,38.25,1
ALU0679,69,100,98,100,97,100,99,100,95.38,5
ALU0680,87,80,88,56,86,80,91,60,78.5,4
ALU0681,80,86,72,85,70,89,91,75,81.0,4
ALU0682,22,38,7,29,24,23,42,18,25.38,1
ALU0683,4,10,3,0,16,17,27,7,10.5,1
ALU0684,71,62,93,38,66,86,71,84,71.38,3
ALU0685,85,100,92,73,85,100,91,94,90.0,5
ALU0686,60,38,52,48,57,54,65,32,50.75,2
ALU0687,75,88,71,83,60,86,46,92,75.12,4
ALU0688,8,19,21,28,42,28,27,4,22.12,1
ALU0689,67,56,81,84,79,66,65,69,70.88,3
ALU0690,19,23,22,44,14,23,27,23,24.38,1
ALU0691,48,67,39,53,55,38,31,18,43.62,2
ALU0692,26,14,39,43,36,25,55,50,36.0,1
ALU0693,70,48,39,37,46,57,51,42,48.75,2
ALU0694,28,33,16,35,32,58,39,38,34.88,1
ALU0695,14,15,5,2,44,29,0,20,16.12,1
ALU0696,57,65,59,92,63,69,51,24,60.0,3
ALU0697,26,20,12,46,24,38,42,9,27.12,1
ALU0698,67,48,42,61,40,42,57,69,53.25,2
ALU0699,8,16,20,28,1,3,31,24,16.38,1
ALU0700,51,31,46,51,48,50,51,33,45.12,2
ALU0701,49,52,55,46,58,46,41,43,48.75,2
ALU0702,2,3,9,18,0,0,31,8,8.88,1
ALU0703,61,28,65,30,37,30,27,6,35.5,1
ALU0704,21,21,18,51,3,23,8,48,24.12,1
ALU0705,16,0,6,0,1,19,20,0,7.75,1
ALU0706,100,90,95,100,100,81,83,94,92.88,5
ALU0707,19,68,46,19,26,33,18,57,35.75,1
ALU0708,95,61,77,63,90,84,68,75,76.62,4
ALU0709,2,47,36,0,22,8,37,32,23.0,1
ALU0710,58,67,71,73,77,54,92,52,68.0,3
ALU0711,68,64,69,63,96,73,73,65,71.38,3
ALU0712,64,38,59,78,51,44,49,45,53.5,2
ALU0713,49,49,66,54,72,42,62,65,57.38,2
ALU0714,40,63,44,44,42,79,34,32,47.25,2
ALU0715,36,30,24,11,30,13,31,25,25.0,1
ALU0716,78,87,84,99,85,100,93,76,87.75,4
ALU0717,64,94,54,67,75,84,93,85,77.0,4
ALU0718,99,96,93,66,100,73,92,99,89.75,4
ALU0719,23,0,31,23,29,26,11,0,17.88,1
ALU0720,86,72,54,48,83,71,98,71,72.88,3
ALU0721,81,100,91,51,76,100,81,93,84.12,4
ALU0722,28,20,33,44,23,31,14,40,29.12,1
ALU0723,8,0,24,0,0,13,6,0,6.38,1
ALU0724,83,77,87,40,81,67,78,56,71.12,3
ALU0725,66,53,34,39,51,74,51,65,54.12,2
ALU0726,82,53,86,67,85,74,90,79,77.0,4
ALU0727,14,0,0,38,12,0,16,36,14.5,1
ALU0728,86,91,64,46,59,48,72,91,69.62,3
ALU0729,29,12,32,0,31,4,16,27,18.88,1
ALU0730,12,6,21,37,29,31,19,18,21.62,1
ALU0731,6,19,28,11,21,14,25,17,17.62,1
ALU0732,75,68,67,82,57,66,77,77,71.12,3
ALU0733,80,66,82,56,72,58,67,65,68.25,3
ALU0734,63,49,60,88,44,64,42,71,60.12,3
ALU0735,26,19,47,14,42,46,28,8,28.75,1
ALU0736,72,76,70,89,79,86,83,78,79.12,4
ALU0737,53,46,54,67,36,31,41,43,46.38,2
ALU0738,67,79,74,71,83,72,79,70,74.38,3
ALU0739,49,43,37,30,36,42,37,40,39.25,1
ALU0740,32,67,46,52,37,25,39,32,41.25,2
ALU0741,62,57,53,64,51,44,46,64,55.12,2
ALU0742,24,44,21,17,53,17,30,26,29.0,1
ALU0743,83,69,96,98,71,77,64,62,77.5,4
ALU0744,52,53,72,51,58,57,56,61,57.5,2
ALU0745,28,19,33,35,14,42,25,18,26.75,1
ALU0746,66,97,91,100,100,89,76,83,87.75,4
ALU0747,17,37,43,53,31,42,38,24,35.62,1
ALU0748,51,57,35,53,52,41,46,48,47.88,2
ALU0749,89,88,87,74,91,85,86,86,85.75,4
ALU0750,49,60,62,100,53,45,78,43,61.25,3
ALU0751,4,59,8,1,26,0,17,14,16.12,1
ALU0752,95,79,85,95,82,85,92,96,88.62,4
ALU0753,67,51,32,70,69,53,78,33,56.62,2
ALU0754,33,45,21,45,45,44,38,26,37.12,1
ALU0755,25,8,28,55,23,3,22,53,27.12,1
ALU0756,64,72,97,77,83,100,78,73,80.5,4
ALU0757,57,44,49,59,86,53,56,76,60.0,3
ALU0758,69,60,55,80,57,51,58,52,60.25,3
ALU0759,86,93,98,83,86,76,100,80,87.75,4
ALU0760,77,71,69,91,79,87,60,89,77.88,4
ALU0761,41,29,26,22,31,15,13,35,26.5,1
ALU0762,19,5,32,49,56,18,22,20,27.62,1
ALU0763,35,16,41,40,25,0,18,11,23.25,1
ALU0764,88,69,56,64,62,80,86,52,69.62,3
ALU0765,4,0,0,0,19,17,6,0,5.75,1
ALU0766,64,30,59,26,42,61,64,72,52.25,2
ALU0767,63,69,74,40,76,70,65,74,66.38,3
ALU0768,77,94,83,82,86,79,76,100,84.62,4
ALU0769,39,55,42,0,34,47,23,21,32.62,1
ALU0770,86,70,67,76,78,77,96,64,76.75,4
ALU0771,26,25,0,17,0,31,24,9,16.5,1
ALU0772,96,90,75,96,72,79,68,85,82.62,4
ALU0773,15,34,11,25,25,14,30,14,21.0,1
ALU0774,52,35,37,56,20,46,37,50,41.62,2
ALU0775,73,49,91,84,75,97,82,82,79.12,4
ALU0776,27,19,27,12,15,36,19,25,22.5,1
ALU0777,27,10,32,23,5,24,8,35,20.5,1
ALU0778,74,59,72,54,86,64,60,85,69.25,3
ALU0779,74,65,64,73,59,51,86,35,63.38,3
ALU0780,46,57,52,34,68,73,73,62,58.12,2
ALU0781,56,69,53,86,62,40,55,79,62.5,3
ALU0782,54,64,45,36,45,79,56,89,58.5,2
ALU0783,10,22,27,30,25,40,25,26,25.62,1
ALU0784,44,42,22,41,32,24,49,5,32.38,1
ALU0785,30,21,23,42,19,39,18,41,29.12,1
ALU0786,90,100,84,56,78,94,77,69,81.0,4
ALU0787,46,54,52,51,47,64,66,63,55.38,2
ALU0788,54,39,55,50,51,37,55,48,48.62,2
ALU0789,66,40,17,78,46,54,51,48,50.0,2
ALU0790,91,87,85,89,89,69,97,60,83.38,4
ALU0791,23,7,0,8,9,19,4,13,10.38,1
ALU0792,59,44,60,94,73,47,42,35,56.75,2
ALU0793,55,62,59,64,49,46,34,56,53.12,2
ALU0794,58,43,43,84,41,49,72,47,54.62,2
ALU0795,6,1,0,0,9,0,1,0,2.12,1
ALU0796,92,98,63,92,75,100,93,93,88.25,4
ALU0797,100,83,89,69,97,67,81,71,82.12,4
ALU0798,41,68,51,32,66,61,55,57,53.88,2
ALU0799,66,58,64,78,76,50,58,57,63.38,3
ALU0800,76,72,83,99,83,100,84,100,87.12,4
ALU0801,84,44,56,59,67,75,48,80,64.12,3
ALU0802,12,38,32,44,21,0,14,22,22.88,1
ALU0803,42,39,60,50,65,61,51,55,52.88,2
ALU0804,65,70,45,54,49,49,39,53,53.0,2
ALU0805,60,28,34,42,44,46,48,26,41.0,2
ALU0806,77,91,60,66,89,51,78,63,71.88,3
ALU0807,91,100,100,100,83,100,81,95,93.75,5
ALU0808,92,63,96,69,88,58,73,100,79.88,4
ALU0809,59,29,44,31,71,33,66,53,48.25,2
ALU0810,6,26,35,0,12,0,18,25,15.25,1
ALU0811,92,100,100,100,78,99,65,92,90.75,5
ALU0812,75,92,77,74,79,73,75,87,79.0,4
ALU0813,4,7,11,2,32,13,8,0,9.62,1
ALU0814,84,100,83,82,98,78,79,77,85.12,4
ALU0815,94,85,71,98,73,62,96,93,84.0,4
ALU0816,57,33,72,63,55,48,54,61,55.38,2
ALU0817,64,54,46,47,56,38,65,50,52.5,2
ALU0818,42,22,51,33,49,13,39,22,33.88,1
ALU0819,15,33,18,0,3,19,20,8,14.5,1
ALU0820,27,25,31,37,40,16,30,29,29.38,1
ALU0821,74,84,98,100,96,99,80,90,90.12,5
ALU0822,7,0,0,0,0,26,11,15,7.38,1
ALU0823,37,25,34,46,40,48,27,56,39.12,1
ALU0824,44,12,34,30,54,23,15,56,33.5,1
ALU0825,51,62,64,33,37,85,33,49,51.75,2
ALU0826,84,100,92,100,80,52,100,92,87.5,4
ALU0827,67,22,15,78,32,22,43,64,42.88,2
ALU0828,45,13,51,46,28,48,44,30,38.12,1
ALU0829,75,83,77,63,63,82,88,73,75.5,4
ALU0830,43,21,33,39,41,34,32,45,36.0,1
ALU0831,20,43,21,59,33,13,16,25,28.75,1
ALU0832,44,32,30,51,60,42,32,33,40.5,2
ALU0833,20,1,15,3,30,16,45,35,20.62,1
ALU0834,2,24,22,19,30,13,8,8,15.75,1
ALU0835,34,34,45,53,68,74,64,75,55.88,2
ALU0836,36,32,37,51,63,32,34,65,43.75,2
ALU0837,89,92,67,100,88,100,88,90,89.25,4
ALU0838,35,1,41,60,51,43,52,37,40.0,2
ALU0839,72,81,34,60,61,72,60,46,60.75,3
ALU0840,47,62,62,61,59,39,60,62,56.5,2
ALU0841,0,0,0,13,5,21,33,21,11.62,1
ALU0842,79,49,65,53,74,79,42,55,62.0,3
ALU0843,22,35,20,38,35,11,9,41,26.38,1
ALU0844,100,100,96,87,97,100,87,100,95.88,5
ALU0845,38,39,28,27,14,0,30,16,24.0,1
ALU0846,35,32,54,73,37,35,36,53,44.38,2
ALU0847,11,17,0,22,0,30,24,0,13.0,1
ALU0848,91,100,94,98,98,91,74,93,92.38,5
ALU0849,30,60,74,40,53,46,63,81,55.88,2
ALU0850,55,75,60,57,48,79,69,75,64.75,3
ALU0851,19,0,1,0,15,0,0,18,6.62,1
ALU0852,77,70,71,82,77,69,72,73,73.88,3
ALU0853,30,14,19,0,9,22,20,22,17.0,1
ALU0854,82,85,71,100,82,73,91,85,83.62,4
ALU0855,16,33,33,36,37,44,37,12,31.0,1
ALU0856,34,0,29,23,15,8,13,31,19.12,1
ALU0857,3,24,0,0,8,0,12,22,8.62,1
ALU0858,50,30,46,47,49,10,50,43,40.62,2
ALU0859,57,51,49,23,55,72,57,62,53.25,2
ALU0860,25,29,0,25,17,5,28,0,16.12,1
ALU0861,84,79,57,71,84,69,76,73,74.12,3
ALU0862,32,50,30,73,58,42,31,33,43.62,2
ALU0863,40,34,51,59,49,70,61,49,51.62,2
ALU0864,50,29,39,48,49,68,63,46,49.0,2
ALU0865,40,55,29,48,49,15,42,49,40.88,2
ALU0866,50,46,50,37,54,48,71,46,50.25,2
ALU0867,29,11,27,10,11,1,13,25,15.88,1
ALU0868,23,35,25,23,22,18,26,7,22.38,1
ALU0869,83,66,94,77,76,81,63,87,78.38,4
ALU0870,97,94,87,79,83,64,82,100,85.75,4
ALU0871,34,39,57,33,40,44,40,33,40.0,2
ALU0872,45,29,33,30,27,22,37,10,29.12,1
ALU0873,55,55,57,100,64,74,68,75,68.5,3
ALU0874,48,33,42,35,26,42,57,45,41.0,2
ALU0875,21,0,0,0,5,0,0,13,4.88,1
ALU0876,5,26,15,16,0,28,36,36,20.25,1
ALU0877,66,59,74,96,58,49,60,59,65.12,3
ALU0878,75,78,71,92,63,45,49,54,65.88,3
ALU0879,19,4,2,42,19,2,19,15,15.25,1
ALU0880,23,9,57,26,30,20,11,39,26.88,1
ALU0881,18,22,23,37,26,0,42,29,24.62,1
ALU0882,75,59,45,46,61,63,39,64,56.5,2
ALU0883,18,21,21,0,4,5,0,11,10.0,1
ALU0884,2,8,21,0,27,12,24,24,14.75,1
ALU0885,64,72,79,85,65,51,85,56,69.62,3
ALU0886,23,42,15,21,13,23,0,7,18.0,1
ALU0887,70,71,68,67,74,73,55,62,67.5,3
ALU0888,23,51,45,11,22,6,5,36,24.88,1
ALU0889,20,32,16,29,33,0,15,44,23.62,1
ALU0890,19,13,9,0,33,38,27,25,20.5,1
ALU0891,48,84,28,65,81,93,67,73,67.38,3
ALU0892,77,100,86,80,65,79,80,72,79.88,4
ALU0893,80,100,67,43,90,72,66,88,75.75,4
ALU0894,37,55,39,47,32,43,31,25,38.62,1
ALU0895,53,79,55,62,72,85,77,64,68.38,3
ALU0896,5,18,12,33,19,10,17,10,15.5,1
ALU0897,26,18,22,67,33,24,24,1,26.88,1
ALU0898,94,80,77,91,74,78,99,100,86.62,4
ALU0899,18,0,15,23,0,0,0,17,9.12,1
ALU0900,24,32,19,37,14,25,30,24,25.62,1
ALU0901,15,19,9,32,20,27,42,36,25.0,1
ALU0902,0,26,0,0,0,0,0,27,6.62,1
ALU0903,26,2,25,0,4,21,32,23,16.62,1
ALU0904,63,73,70,64,30,82,31,69,60.25,3
ALU0905,46,35,55,35,48,47,44,35,43.12,2
ALU0906,65,66,73,100,82,100,73,82,80.12,4
ALU0907,69,100,90,70,72,70,84,57,76.5,4
ALU0908,35,52,14,35,37,50,39,38,37.5,1
ALU0909,33,31,25,7,38,48,25,20,28.38,1
ALU0910,46,39,45,32,41,38,26,37,38.0,1
ALU0911,59,64,33,41,53,51,69,69,54.88,2
ALU0912,32,32,54,13,50,45,28,33,35.88,1
ALU0913,62,49,77,60,54,69,52,75,62.25,3
ALU0914,48,35,49,30,27,56,35,33,39.12,1
ALU0915,57,84,43,100,55,60,53,60,64.0,3
ALU0916,44,84,43,59,41,43,43,35,49.0,2
ALU0917,28,54,40,51,40,30,35,29,38.38,1
ALU0918,91,97,76,88,85,85,100,86,88.5,4
ALU0919,78,68,71,75,72,79,86,59,73.5,3
ALU0920,20,5,28,9,8,14,14,11,13.62,1
ALU0921,86,72,65,100,91,86,88,91,84.88,4
ALU0922,62,40,52,46,50,36,46,36,46.0,2
ALU0923,88,100,64,74,82,72,100,76,82.0,4
ALU0924,70,100,65,63,75,85,75,94,78.38,4
ALU0925,52,54,37,49,43,49,44,63,48.88,2
ALU0926,0,0,13,32,0,0,6,18,8.62,1
ALU0927,18,42,20,48,40,49,34,53,38.0,1
ALU0928,57,50,55,40,64,41,61,72,55.0,2
ALU0929,67,29,53,47,62,68,78,60,58.0,2
ALU0930,15,32,21,50,27,35,42,56,34.75,1
ALU0931,13,4,32,55,7,18,18,39,23.25,1
ALU0932,74,68,66,77,97,99,79,79,79.88,4
ALU0933,88,89,100,100,100,100,90,97,95.5,5
ALU0934,61,44,52,25,56,35,64,43,47.5,2
ALU0935,27,19,13,5,28,0,23,19,16.75,1
ALU0936,29,28,14,11,41,22,59,7,26.38,1
ALU0937,1,0,0,14,16,0,5,0,4.5,1
ALU0938,73,100,78,84,78,80,100,98,86.38,4
ALU0939,29,0,13,19,12,42,33,1,18.62,1
ALU0940,62,42,64,78,61,97,74,52,66.25,3
ALU0941,22,24,26,17,31,15,25,37,24.62,1
ALU0942,62,53,52,56,62,58,53,50,55.75,2
ALU0943,62,85,62,39,70,66,61,79,65.5,3
ALU0944,76,83,85,100,82,84,97,96,87.88,4
ALU0945,27,32,31,43,0,3,18,14,21.0,1
ALU0946,0,10,0,12,17,24,0,0,7.88,1
ALU0947,13,20,13,19,25,30,25,17,20.25,1
ALU0948,87,90,100,76,100,78,70,76,84.62,4
ALU0949,78,54,67,58,78,100,92,100,78.38,4
ALU0950,65,55,59,64,40,37,45,52,52.12,2
ALU0951,77,76,56,72,57,33,54,71,62.0,3
ALU0952,57,100,58,100,69,68,78,43,71.62,3
ALU0953,4,2,39,13,16,27,14,9,15.5,1
ALU0954,67,93,87,92,100,84,90,72,85.62,4
ALU0955,41,34,60,62,36,59,57,25,46.75,2
ALU0956,32,70,39,60,38,29,25,32,40.62,2
ALU0957,53,31,57,40,49,69,53,56,51.0,2
ALU0958,10,18,2,4,36,21,16,30,17.12,1
ALU0959,3,0,13,10,10,47,2,17,12.75,1
ALU0960,53,66,76,55,77,44,58,72,62.62,3
ALU0961,15,11,17,38,0,5,31,17,16.75,1
ALU0962,60,75,66,60,62,45,45,49,57.75,2
ALU0963,22,10,31,25,17,38,22,26,23.88,1
ALU0964,23,49,23,44,51,63,15,69,42.12,2
ALU0965,35,31,21,31,40,25,21,36,30.0,1
ALU0966,49,41,47,33,39,46,46,66,45.88,2
ALU0967,72,84,46,56,55,91,81,70,69.38,3
ALU0968,23,12,35,59,31,36,41,23,32.5,1
ALU0969,56,68,54,45,52,66,55,70,58.25,2
ALU0970,34,39,58,31,56,18,34,65,41.88,2
ALU0971,75,81,69,63,55,88,69,57,69.62,3
ALU0972,90,94,81,100,100,84,84,94,90.88,5
ALU0973,53,67,62,56,80,100,51,70,67.38,3
ALU0974,21,15,18,37,10,11,24,5,17.62,1
ALU0975,12,20,14,3,5,14,23,0,11.38,1
ALU0976,25,47,0,33,28,40,41,25,29.88,1
ALU0977,55,50,60,75,68,21,72,74,59.38,2
ALU0978,0,0,0,0,2,36,13,21,9.0,1
ALU0979,55,60,51,33,51,60,38,36,48.0,2
ALU0980,52,36,62,75,69,36,65,43,54.75,2
ALU0981,13,15,15,36,37,40,36,22,26.75,1
ALU0982,70,58,71,78,55,79,71,60,67.75,3
ALU0983,24,8,16,27,9,12,22,2,15.0,1
ALU0984,7,0,12,0,20,2,17,0,7.25,1
ALU0985,87,41,69,89,78,69,63,36,66.5,3
ALU0986,53,32,34,64,27,62,41,13,40.75,2
ALU0987,70,76,54,71,68,79,53,45,64.5,3
ALU0988,42,25,27,52,53,44,47,60,43.75,2
ALU0989,26,22,33,48,32,30,38,77,38.25,1
ALU0990,76,100,77,68,85,76,71,100,81.62,4
ALU0991,73,76,76,88,97,62,64,80,77.0,4
ALU0992,72,72,47,98,67,66,73,56,68.88,3
